Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Honda Insight Touring 1.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,48MPG5145combined city/hwycityhwy2.1 gal/100 mi,,48,MPG,51,45,,combined city/hwy,city,hwy,2.1 gal/100 mi,NA,,"$1,100","$29,790",6.2 barrels/yr,184 grams/mile, 509 milesTotal Range
"2022 Honda Accord Hybrid 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,47MPG4847combined city/hwycityhwy2.1 gal/100 mi,,47,MPG,48,47,,combined city/hwy,city,hwy,2.1 gal/100 mi,43.5,,"$1,150","$27,720 – $34,040",6.3 barrels/yr,186 grams/mile, 602 milesTotal Range
"2022 Hyundai Sonata Hybrid 2.0 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",,47MPG4551combined city/hwycityhwy2.1 gal/100 mi,,47,MPG,45,51,,combined city/hwy,city,hwy,2.1 gal/100 mi,NA,,"$1,150","$30,100 – $35,700",6.3 barrels/yr,189 grams/mile, 620 milesTotal Range
"2022 Toyota Camry Hybrid SE/XLE/XSE 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,46MPG4447combined city/hwycityhwy2.2 gal/100 mi,,46,MPG,44,47,,combined city/hwy,city,hwy,2.2 gal/100 mi,NA,,"$1,150","$29,515 – $33,420",6.5 barrels/yr,195 grams/mile, 607 milesTotal Range
"2022 Lexus ES 300h 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,44MPG4344combined city/hwycityhwy2.3 gal/100 mi,,44,MPG,43,44,,combined city/hwy,city,hwy,2.3 gal/100 mi,NA,,"$1,200","$42,150 – $51,330",6.8 barrels/yr,201 grams/mile, 581 milesTotal Range
"2022 Toyota Avalon Hybrid XLE 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,44MPG4344combined city/hwycityhwy2.3 gal/100 mi,,44,MPG,43,44,,combined city/hwy,city,hwy,2.3 gal/100 mi,NA,,"$1,200","$37,850",6.8 barrels/yr,201 grams/mile, 581 milesTotal Range
"2022 Kia Niro Touring 1.6 L, 4 cyl, Automatic (AM-S6), Regular Gasoline",,43MPG4640combined city/hwycityhwy2.3 gal/100 mi,,43,MPG,46,40,,combined city/hwy,city,hwy,2.3 gal/100 mi,NA,,"$1,250","$29,890",6.9 barrels/yr,208 grams/mile, 512 milesTotal Range
"2022 Honda Accord Hybrid Sport/Touring 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,43MPG4441combined city/hwycityhwy2.3 gal/100 mi,,43,MPG,44,41,,combined city/hwy,city,hwy,2.3 gal/100 mi,31.0,,"$1,250","$31,070 – $37,590",6.9 barrels/yr,207 grams/mile, 550 milesTotal Range
"2022 Toyota Avalon Hybrid 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,43MPG4343combined city/hwycityhwy2.3 gal/100 mi,,43,MPG,43,43,,combined city/hwy,city,hwy,2.3 gal/100 mi,NA,,"$1,250","$41,200 – $44,150",6.9 barrels/yr,203 grams/mile, 568 milesTotal Range
"2022 Lexus UX 250h 2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,42MPG4341combined city/hwycityhwy2.4 gal/100 mi,,42,MPG,43,41,,combined city/hwy,city,hwy,2.4 gal/100 mi,NA,,"$1,250","$36,425",7.1 barrels/yr,209 grams/mile, 445 milesTotal Range
"2022 Ford Escape FWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,41MPG4437combined city/hwycityhwy2.4 gal/100 mi,,41,MPG,44,37,,combined city/hwy,city,hwy,2.4 gal/100 mi,39.1,,"$1,300","$30,185 – $35,095",7.3 barrels/yr,220 grams/mile, 582 milesTotal Range
"2022 Ford Escape AWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,40MPG4337combined city/hwycityhwy2.5 gal/100 mi,,40,MPG,43,37,,combined city/hwy,city,hwy,2.5 gal/100 mi,41.7,,"$1,350","$31,685 – $36,595",7.4 barrels/yr,224 grams/mile, 568 milesTotal Range
"2022 Toyota RAV4 Hybrid AWD 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,40MPG4138combined city/hwycityhwy2.5 gal/100 mi,,40,MPG,41,38,,combined city/hwy,city,hwy,2.5 gal/100 mi,38.6,,"$1,350","$29,575 – $38,075",7.4 barrels/yr,223 grams/mile, 580 milesTotal Range
"2022 Lexus UX 250h AWD 2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,39MPG4138combined city/hwycityhwy2.6 gal/100 mi,,39,MPG,41,38,,combined city/hwy,city,hwy,2.6 gal/100 mi,NA,,"$1,350","$35,750 – $40,790",7.6 barrels/yr,225 grams/mile, 413 milesTotal Range
"2022 Lexus NX 350h AWD 2.5 L, 4 cyl, Automatic (AV-S6), Premium Gasoline",,39MPG4137combined city/hwycityhwy2.6 gal/100 mi,,39,MPG,41,37,,combined city/hwy,city,hwy,2.6 gal/100 mi,37.2,,"$1,700","$41,550 – $49,000",7.6 barrels/yr,225 grams/mile, 566 milesTotal Range
"2022 Toyota Venza AWD 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,39MPG4037combined city/hwycityhwy2.6 gal/100 mi,,39,MPG,40,37,,combined city/hwy,city,hwy,2.6 gal/100 mi,41.7,,"$1,350","$33,240 – $40,730",7.6 barrels/yr,228 grams/mile, 566 milesTotal Range
"2022 Honda CR-V Hybrid AWD 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,38MPG4035combined city/hwycityhwy2.6 gal/100 mi,,38,MPG,40,35,,combined city/hwy,city,hwy,2.6 gal/100 mi,33.6,,"$1,400","$32,010 – $37,800",7.8 barrels/yr,234 grams/mile, 532 milesTotal Range
"2022 Hyundai Tucson Hybrid Blue 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,38MPG3838combined city/hwycityhwy2.6 gal/100 mi,,38,MPG,38,38,,combined city/hwy,city,hwy,2.6 gal/100 mi,32.0,,"$1,400","$29,750",7.8 barrels/yr,238 grams/mile, 521 milesTotal Range
"2022 Ford Maverick HEV FWD 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,37MPG4233combined city/hwycityhwy2.7 gal/100 mi,,37,MPG,42,33,,combined city/hwy,city,hwy,2.7 gal/100 mi,39.6,,"$1,450","$20,995 – $26,860",8.0 barrels/yr,237 grams/mile, 511 milesTotal Range
"2022 Kia Sorento Hybrid FWD 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,37MPG3935combined city/hwycityhwy2.7 gal/100 mi,,37,MPG,39,35,,combined city/hwy,city,hwy,2.7 gal/100 mi,NA,,"$1,450","$34,090 – $36,090",8.0 barrels/yr,242 grams/mile, 655 milesTotal Range
"2022 Hyundai Tucson Hybrid 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,37MPG3736combined city/hwycityhwy2.7 gal/100 mi,,37,MPG,37,36,,combined city/hwy,city,hwy,2.7 gal/100 mi,31.4,,"$1,450","$32,350 – $38,050",8.0 barrels/yr,245 grams/mile, 507 milesTotal Range
"2022 Toyota Sienna 2WD 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,36MPG3636combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,36,36,,combined city/hwy,city,hwy,2.8 gal/100 mi,NA,,"$1,500","$35,285 – $50,725",8.3 barrels/yr,246 grams/mile, 648 milesTotal Range
"2022 Toyota Highlander Hybrid 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,36MPG3635combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,36,35,,combined city/hwy,city,hwy,2.8 gal/100 mi,29.4,,"$1,500","$39,555 – $46,510",8.3 barrels/yr,245 grams/mile, 616 milesTotal Range
"2022 Kia Sorento Hybrid AWD 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,35MPG3633combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,36,33,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,500","$35,890 – $38,390",8.5 barrels/yr,257 grams/mile, 620 milesTotal Range
"2022 Toyota Sienna AWD 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,35MPG3536combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,35,36,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,500","$37,285 – $51,485",8.5 barrels/yr,253 grams/mile, 630 milesTotal Range
"2022 Toyota Highlander Hybrid AWD 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,35MPG3535combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,35,35,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,500","$41,155 – $48,460",8.5 barrels/yr,254 grams/mile, 598 milesTotal Range
"2022 Toyota Highlander Hybrid AWD LTD/PLAT 2.5 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,35MPG3534combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,35,34,,combined city/hwy,city,hwy,2.9 gal/100 mi,33.5,,"$1,500","$49,510 – $51,460",8.5 barrels/yr,253 grams/mile, 598 milesTotal Range
"2022 Hyundai Santa Fe Hybrid Blue 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,34MPG3631combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,36,31,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,550","$34,300",8.8 barrels/yr,264 grams/mile, 602 milesTotal Range
"2022 Hyundai Santa Fe Hybrid 1.6 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",,32MPG3330combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,33,30,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$38,360 – $40,710",9.3 barrels/yr,283 grams/mile, 566 milesTotal Range
"2022 Audi A3 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$34,800 – $42,100",9.3 barrels/yr,273 grams/mile, 422 milesTotal Range
"2022 Audi A3 quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$36,800 – $44,100",9.6 barrels/yr,286 grams/mile, 450 milesTotal Range
"2022 Lexus RX 450h AWD 3.5 L, 6 cyl, Automatic (AV-S6), Premium Gasoline",,30MPG3128combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,31,28,,combined city/hwy,city,hwy,3.3 gal/100 mi,26.9,,"$2,200","$48,720 – $54,520",9.9 barrels/yr,297 grams/mile, 516 milesTotal Range
"2022 Lexus RX 450h L AWD 3.5 L, 6 cyl, Automatic (AV-S6), Premium Gasoline",,29MPG2928combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,29,28,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250","$52,110 – $58,110",10.3 barrels/yr,305 grams/mile, 499 milesTotal Range
"2022 Audi A4 quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,29MPG2634combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,26,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,30.3,,"$2,250","$39,900 – $50,200",10.3 barrels/yr,307 grams/mile, 444 milesTotal Range
"2022 Audi A5 Sportback quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,29MPG2634combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,26,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250","$43,900 – $54,500",10.3 barrels/yr,307 grams/mile, 444 milesTotal Range
"2022 Lexus LC 500h 3.5 L, 6 cyl, Automatic (AV-S10), Premium Gasoline",,29MPG2634combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,26,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250","$99,150",10.3 barrels/yr,303 grams/mile, 644 milesTotal Range
"2022 Mercedes-Benz C300 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,29MPG2535combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,35,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250","$43,550",10.3 barrels/yr,305 grams/mile, 505 milesTotal Range
"2022 BMW M440i Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$56,700",10.6 barrels/yr,312 grams/mile, 437 milesTotal Range
"2022 Ford Explorer HEV RWD 3.3 L, 6 cyl, Automatic (S10), Regular Gasoline",,27MPG2728combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,27,28,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$52,060 – $52,375",11.0 barrels/yr,324 grams/mile, 486 milesTotal Range
"2022 BMW 540i Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2532combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,25,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$59,950",11.0 barrels/yr,322 grams/mile, 486 milesTotal Range
"2022 Audi A4 S line quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,27MPG2431combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$42,000 – $50,900",11.0 barrels/yr,332 grams/mile, 413 milesTotal Range
"2022 Audi A5 Coupe quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,27MPG2431combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$46,000 – $55,450",11.0 barrels/yr,332 grams/mile, 413 milesTotal Range
"2022 Audi A5 Sportback S line quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,27MPG2431combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$46,000 – $55,750",11.0 barrels/yr,332 grams/mile, 413 milesTotal Range
"2022 Mercedes-Benz C300 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$45,550",11.0 barrels/yr,330 grams/mile, 470 milesTotal Range
"2022 Ford Explorer Platinum HEV RWD 3.3 L, 6 cyl, Automatic (S10), Regular Gasoline",,26MPG2526combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,25,26,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,050", ,11.4 barrels/yr,342 grams/mile, 468 milesTotal Range
"2022 Audi A4 allroad quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,26MPG2430combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,24,30,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$45,500 – $55,400",11.4 barrels/yr,335 grams/mile, 398 milesTotal Range
"2022 Audi A6 quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,26MPG2332combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,32,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$55,900 – $69,500",11.4 barrels/yr,335 grams/mile, 502 milesTotal Range
"2022 BMW M340i Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,26MPG2332combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,32,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$54,700",11.4 barrels/yr,333 grams/mile, 406 milesTotal Range
"2022 BMW M340i xDrive Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,26MPG2332combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,32,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$56,700",11.4 barrels/yr,337 grams/mile, 406 milesTotal Range
"2022 BMW M440i xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,26MPG2332combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,32,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$58,700",11.4 barrels/yr,337 grams/mile, 406 milesTotal Range
"2022 Audi A5 Cabriolet quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,26MPG2331combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,31,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$52,200 – $62,950",11.4 barrels/yr,345 grams/mile, 398 milesTotal Range
"2022 BMW M440i Convertible 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,26MPG2331combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,31,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$64,200",11.4 barrels/yr,340 grams/mile, 406 milesTotal Range
"2022 BMW M440i xDrive Convertible 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,26MPG2331combined city/hwycityhwy3.8 gal/100 mi,,26,MPG,23,31,,combined city/hwy,city,hwy,3.8 gal/100 mi,NA,,"$2,500","$66,200",11.4 barrels/yr,339 grams/mile, 406 milesTotal Range
"2022 Ford F150 Pickup 2WD HEV 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,25MPG2525combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,25,25,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,100", ,11.9 barrels/yr,353 grams/mile,Range not available
"2022 Mercedes-Benz E450 4matic 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,25MPG2330combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,23,30,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$62,750",11.9 barrels/yr,348 grams/mile, 528 milesTotal Range
"2022 Audi Q5 quattro 2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",,25MPG2329combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,23,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$43,300 – $54,000",11.9 barrels/yr,349 grams/mile, 462 milesTotal Range
"2022 Audi Q5 S line quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,25MPG2328combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,23,28,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$45,800 – $56,500",11.9 barrels/yr,354 grams/mile, 462 milesTotal Range
"2022 Audi Q5 Sportback S line quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,25MPG2328combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,23,28,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$50,100 – $58,800",11.9 barrels/yr,354 grams/mile, 462 milesTotal Range
"2022 Ford Explorer HEV AWD 3.3 L, 6 cyl, Automatic (S10), Regular Gasoline",,25MPG2326combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,23,26,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,100","$54,060",11.9 barrels/yr,361 grams/mile, 450 milesTotal Range
"2022 Mercedes-Benz CLS450 4matic 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,25MPG2230combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,30,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$72,950",11.9 barrels/yr,357 grams/mile, 528 milesTotal Range
"2022 BMW 540i xDrive Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,25MPG2229combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$62,250",11.9 barrels/yr,352 grams/mile, 450 milesTotal Range
"2022 BMW M440i xDrive Gran Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,25MPG2229combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$58,200",11.9 barrels/yr,360 grams/mile, 390 milesTotal Range
"2022 Lexus LS 500h AWD 3.5 L, 6 cyl, Automatic (AV-S10), Premium Gasoline",,25MPG2229combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$112,000",11.9 barrels/yr,358 grams/mile, 555 milesTotal Range
"2022 Mercedes-Benz E450 Convertible 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,25MPG2229combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$73,250",11.9 barrels/yr,360 grams/mile, 435 milesTotal Range
"2022 Mercedes-Benz E450 Coupe 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,25MPG2229combined city/hwycityhwy4.0 gal/100 mi,,25,MPG,22,29,,combined city/hwy,city,hwy,4.0 gal/100 mi,NA,,"$2,600","$66,100",11.9 barrels/yr,360 grams/mile, 435 milesTotal Range
"2022 Mercedes-Benz E450 4matic Convertible 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,24MPG2229combined city/hwycityhwy4.2 gal/100 mi,,24,MPG,22,29,,combined city/hwy,city,hwy,4.2 gal/100 mi,NA,,"$2,700","$75,750",12.4 barrels/yr,362 grams/mile, 418 milesTotal Range
"2022 Audi A6 quattro 3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,24MPG2130combined city/hwycityhwy4.2 gal/100 mi,,24,MPG,21,30,,combined city/hwy,city,hwy,4.2 gal/100 mi,NA,,"$2,700","$55,900 – $69,500",12.4 barrels/yr,361 grams/mile, 463 milesTotal Range
"2022 Audi A7 quattro 3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,24MPG2130combined city/hwycityhwy4.2 gal/100 mi,,24,MPG,21,30,,combined city/hwy,city,hwy,4.2 gal/100 mi,NA,,"$2,700","$69,200 – $78,350",12.4 barrels/yr,361 grams/mile, 463 milesTotal Range
