Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Porsche Macan 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$54,900",14.2 barrels/yr,424 grams/mile, 359 milesTotal Range
"2022 Subaru WRX 2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$29,605 – $42,395",14.2 barrels/yr,419 grams/mile, 349 milesTotal Range
"2022 Acura TLX Type-S Perf Tire 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$54,500",14.2 barrels/yr,421 grams/mile, 334 milesTotal Range
"2022 Audi SQ5 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$55,800 – $65,200",14.2 barrels/yr,422 grams/mile,Range not available
"2022 Audi SQ5 Sportback 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$59,200 – $67,600",14.2 barrels/yr,422 grams/mile,Range not available
"2022 Chevrolet Colorado 4WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$29,100 – $38,600",14.2 barrels/yr,431 grams/mile, 441 milesTotal Range
"2022 Ford F150 Pickup 4WD 2.7 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$35,885 – $80,435",14.2 barrels/yr,433 grams/mile, 483 - 546 milesTotal Range
"2022 Ford Ranger 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$29,835 – $39,730",14.2 barrels/yr,420 grams/mile, 378 milesTotal Range
"2022 GMC Canyon 4WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$32,200 – $45,000",14.2 barrels/yr,431 grams/mile, 441 milesTotal Range
"2022 Honda Passport AWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$40,470 – $45,930",14.2 barrels/yr,416 grams/mile, 410 milesTotal Range
"2022 Hyundai Palisade AWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$35,300 – $48,990",14.2 barrels/yr,426 grams/mile, 395 milesTotal Range
"2022 Kia Sportage AWD 2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$25,590 – $35,250",14.2 barrels/yr,421 grams/mile, 344 milesTotal Range
"2022 Kia Telluride AWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,21.3,,"$2,550","$35,390 – $45,190",14.2 barrels/yr,429 grams/mile, 395 milesTotal Range
"2022 Porsche 718 Boxster GTS 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$89,500",14.2 barrels/yr,418 grams/mile, 355 milesTotal Range
"2022 Porsche 718 Boxster S 2.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$74,600",14.2 barrels/yr,423 grams/mile, 355 milesTotal Range
"2022 Porsche 718 Cayman GTS 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$87,400",14.2 barrels/yr,418 grams/mile, 355 milesTotal Range
"2022 Porsche 718 Cayman S 2.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$72,500",14.2 barrels/yr,423 grams/mile, 355 milesTotal Range
"2022 Toyota Tacoma 2WD 3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$27,150 – $39,905",14.2 barrels/yr,431 grams/mile, 443 milesTotal Range
"2022 Mercedes-Benz Metris (Cargo Van) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1923combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100", ,14.2 barrels/yr,430 grams/mile, 388 milesTotal Range
"2022 Mercedes-Benz Metris (Cargo Van, LWB) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1923combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100", ,14.2 barrels/yr,430 grams/mile, 388 milesTotal Range
"2022 Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1922combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,22,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$48,320",14.2 barrels/yr,433 grams/mile, 376 milesTotal Range
"2022 Land Rover Discovery 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1922combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,22,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$53,900 – $56,400",14.2 barrels/yr,436 grams/mile, 500 milesTotal Range
"2022 Cadillac CT5 V 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$50,095",14.2 barrels/yr,423 grams/mile, 357 milesTotal Range
"2022 Chevrolet Traverse FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$33,700 – $51,200",14.2 barrels/yr,417 grams/mile,Range not available
"2022 Chrysler 300 AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$36,295 – $38,995",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range
"2022 Dodge Challenger AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$33,430 – $36,705",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range
"2022 Dodge Charger AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$36,100 – $38,275",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range
"2022 Genesis G70 RWD 3.3 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$37,775 – $52,750",14.2 barrels/yr,433 grams/mile, 332 milesTotal Range
"2022 Buick Enclave FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$42,800 – $55,100",14.2 barrels/yr,424 grams/mile, 399 milesTotal Range
"2022 Cadillac CT5 AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100", ,14.2 barrels/yr,419 grams/mile, 357 milesTotal Range
"2022 Cadillac CT5 V AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100", ,14.2 barrels/yr,419 grams/mile, 357 milesTotal Range
"2022 Cadillac XT5 AWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$45,995 – $55,895",14.2 barrels/yr,424 grams/mile, 462 milesTotal Range
"2022 Ford Explorer RWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$35,510 – $53,775",14.2 barrels/yr,428 grams/mile, 424 milesTotal Range
"2022 Lincoln Aviator RWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$51,780 – $57,675",14.2 barrels/yr,424 grams/mile, 424 milesTotal Range
"2022 Audi RS 5 Coupe 2.9 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$75,900",14.2 barrels/yr,430 grams/mile, 321 milesTotal Range
"2022 Audi RS 5 Sportback 2.9 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$76,200",14.2 barrels/yr,431 grams/mile, 321 milesTotal Range
"2022 Cadillac XT6 AWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$50,595 – $58,295",14.2 barrels/yr,433 grams/mile, 462 milesTotal Range
"2022 Chevrolet Colorado 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$25,200 – $34,800",14.2 barrels/yr,424 grams/mile, 441 milesTotal Range
"2022 Dodge Durango AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$39,760 – $57,160",14.2 barrels/yr,427 grams/mile, 517 milesTotal Range
"2022 GMC Canyon 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$26,800 – $41,200",14.2 barrels/yr,424 grams/mile, 441 milesTotal Range
"2022 Jeep Grand Cherokee L 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,19.0,,"$2,550","$42,325 – $66,780",14.2 barrels/yr,430 grams/mile,Range not available
"2022 Jeep Grand Cherokee WK 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$38,905 – $44,850",14.2 barrels/yr,427 grams/mile, 517 milesTotal Range
"2022 Lexus RX 350 L AWD 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$50,150 – $56,150",14.2 barrels/yr,432 grams/mile, 403 milesTotal Range
"2022 Mercedes-Benz AMG GLC43 4matic 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$59,900",14.2 barrels/yr,430 grams/mile, 365 milesTotal Range
"2022 Porsche 911 Carrera S 3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$117,100",14.2 barrels/yr,425 grams/mile, 355 milesTotal Range
"2022 Honda Ridgeline AWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1824combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$38,140 – $45,570",14.2 barrels/yr,441 grams/mile, 410 milesTotal Range
"2022 Jeep Cherokee Trailhawk 4WD 3.2 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1824combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$2,550","$37,545",14.2 barrels/yr,432 grams/mile, 332 milesTotal Range
"2022 Lexus LS 500 AWD 3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1727combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,17,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,NA,,"$3,100","$79,350 – $82,950",14.2 barrels/yr,432 grams/mile, 456 milesTotal Range
"2022 Ford Bronco 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo, Regular Gasoline",,20MPG2021combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,20,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$31,300 – $51,225",14.9 barrels/yr,439 grams/mile, 338 - 416 milesTotal Range
"2022 Ford Bronco 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG2021combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,20,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$31,300 – $51,225",14.9 barrels/yr,437 grams/mile, 338 - 416 milesTotal Range
"2022 Land Rover Discovery Sport 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,20MPG1923combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$42,375 – $47,425",14.9 barrels/yr,437 grams/mile, 476 milesTotal Range
"2022 Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$33,800 – $59,000",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range
"2022 Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$33,800 – $59,000",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range
"2022 GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$35,400 – $62,800",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range
"2022 GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$35,400 – $62,800",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range
"2022 Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6), Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$30,225 – $43,480",14.9 barrels/yr,441 grams/mile, 422 milesTotal Range
"2022 Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1921combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$48,320",14.9 barrels/yr,445 grams/mile, 358 milesTotal Range
"2022 Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$35,510 – $53,775",14.9 barrels/yr,437 grams/mile, 404 milesTotal Range
"2022 Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$36,290 – $51,490",14.9 barrels/yr,437 grams/mile, 318 milesTotal Range
"2022 Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$76,200",14.9 barrels/yr,436 grams/mile, 422 milesTotal Range
"2022 Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$80,900",14.9 barrels/yr,436 grams/mile, 422 milesTotal Range
"2022 Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$217,000 – $233,200",14.9 barrels/yr,431 grams/mile, 410 milesTotal Range
"2022 Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$143,900 – $179,800",14.9 barrels/yr,435 grams/mile, 386 milesTotal Range
"2022 Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,18.2,,"$2,650","$37,510 – $55,775",14.9 barrels/yr,444 grams/mile, 404 milesTotal Range
"2022 Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$37,510 – $55,775",14.9 barrels/yr,445 grams/mile, 404 milesTotal Range
"2022 Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$30,870 – $76,975",14.9 barrels/yr,436 grams/mile, 460 - 520 milesTotal Range
"2022 Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9), Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$2,650","$28,690 – $35,120",14.9 barrels/yr,444 grams/mile, 420 milesTotal Range
"2022 Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$101,200 – $141,700",14.9 barrels/yr,436 grams/mile, 338 milesTotal Range
"2022 Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$98,300",14.9 barrels/yr,436 grams/mile, 338 milesTotal Range
"2022 Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$101,200",14.9 barrels/yr,443 grams/mile, 338 milesTotal Range
"2022 Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,NA,,"$3,250","$108,500",14.9 barrels/yr,442 grams/mile, 352 milesTotal Range
