Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 MINI Cooper S Clubman 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,29MPG2535combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,35,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250", ,10.3 barrels/yr,304 grams/mile, 383 milesTotal Range
"2022 Nissan Altima AWD SR/Platinum 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,29MPG2535combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,35,,combined city/hwy,city,hwy,3.4 gal/100 mi,26.8,,"$1,850","$28,300 – $34,600",10.3 barrels/yr,307 grams/mile, 464 milesTotal Range
"2022 MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,29MPG2534combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$2,250","$32,900",10.3 barrels/yr,308 grams/mile, 336 milesTotal Range
"2022 Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,29MPG2534combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$1,850","$26,900 – $31,250",10.3 barrels/yr,311 grams/mile, 470 milesTotal Range
"2022 Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,29MPG2534combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,25,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$1,850","$27,245 – $29,485",10.3 barrels/yr,310 grams/mile, 418 milesTotal Range
"2022 Lexus NX 250 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2633combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,26,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$38,350 – $44,500",10.6 barrels/yr,311 grams/mile, 406 milesTotal Range
"2022 Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo, Regular Gasoline",,28MPG2631combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,26,31,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$25,800 – $31,000",10.6 barrels/yr,318 grams/mile, 417 milesTotal Range
"2022 Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,28MPG2631combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,26,31,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$28,525 – $37,145",10.6 barrels/yr,318 grams/mile, 440 milesTotal Range
"2022 Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,28MPG2631combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,26,31,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$23,370 – $28,170",10.6 barrels/yr,314 grams/mile, 370 milesTotal Range
"2022 Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo, Regular Gasoline",,28MPG2630combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,26,30,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$23,600 – $27,200",10.6 barrels/yr,313 grams/mile, 370 milesTotal Range
"2022 Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",,28MPG2535combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,35,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$35,950",10.6 barrels/yr,312 grams/mile, 378 milesTotal Range
"2022 BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$43,450",10.6 barrels/yr,314 grams/mile, 437 milesTotal Range
"2022 BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$53,300",10.6 barrels/yr,312 grams/mile, 437 milesTotal Range
"2022 BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$45,800",10.6 barrels/yr,312 grams/mile, 437 milesTotal Range
"2022 BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,28.4,,"$2,350","$45,200",10.6 barrels/yr,312 grams/mile, 437 milesTotal Range
"2022 Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$20,200 – $25,950",10.6 barrels/yr,318 grams/mile, 347 milesTotal Range
"2022 Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$40,950 – $50,130",10.6 barrels/yr,315 grams/mile, 406 milesTotal Range
"2022 Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$31,995 – $32,545",10.6 barrels/yr,315 grams/mile, 403 milesTotal Range
"2022 Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo, Regular Gasoline",,28MPG2534combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$29,880 – $39,130",10.6 barrels/yr,312 grams/mile, 370 milesTotal Range
"2022 BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350", ,10.6 barrels/yr,313 grams/mile, 504 milesTotal Range
"2022 Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$45,300 – $48,100",10.6 barrels/yr,317 grams/mile, 546 milesTotal Range
"2022 Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$26,590 – $27,790",10.6 barrels/yr,316 grams/mile, 442 milesTotal Range
"2022 Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$23,100 – $33,450",10.6 barrels/yr,320 grams/mile, 356 milesTotal Range
"2022 Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$29,845 – $36,875",10.6 barrels/yr,319 grams/mile, 406 milesTotal Range
"2022 Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2533combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$41,550 – $44,550",10.6 barrels/yr,316 grams/mile, 445 milesTotal Range
"2022 BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$49,900",10.6 barrels/yr,317 grams/mile, 384 milesTotal Range
"2022 Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$39,950 – $46,100",10.6 barrels/yr,318 grams/mile, 406 milesTotal Range
"2022 Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$24,960 – $29,590",10.6 barrels/yr,318 grams/mile, 406 milesTotal Range
"2022 Toyota GR Supra 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$43,540 – $63,280",10.6 barrels/yr,317 grams/mile, 384 milesTotal Range
"2022 Toyota RAV4 AWD TRD OFFROAD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$1,900","$36,915",10.6 barrels/yr,323 grams/mile, 406 milesTotal Range
"2022 Volkswagen Taos 4motion 1.5 L, 4 cyl, Automatic 7-spd, Turbo, Regular Gasoline",,28MPG2532combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,25,32,,combined city/hwy,city,hwy,3.6 gal/100 mi,28.0,,"$1,900","$25,540 – $33,645",10.6 barrels/yr,323 grams/mile, 406 milesTotal Range
"2022 Volkswagen Passat 2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,28MPG2436combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,36,,combined city/hwy,city,hwy,3.6 gal/100 mi,27.5,,"$1,900","$27,575 – $30,575",10.6 barrels/yr,315 grams/mile, 518 milesTotal Range
"2022 Mercedes-Benz A220 2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",,28MPG2435combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,35,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$33,950",10.6 barrels/yr,313 grams/mile, 378 milesTotal Range
"2022 Acura ILX 2.4 L, 4 cyl, Automatic (AM-S8), Premium Gasoline",,28MPG2434combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$27,300 – $33,200",10.6 barrels/yr,316 grams/mile, 370 milesTotal Range
"2022 BMW 228i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2434combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350", ,10.6 barrels/yr,314 grams/mile, 370 milesTotal Range
"2022 Mercedes-Benz GLA250 2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",,28MPG2434combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$36,400",10.6 barrels/yr,321 grams/mile, 356 milesTotal Range
"2022 Volkswagen Arteon 2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",,28MPG2434combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$40,750",10.6 barrels/yr,318 grams/mile, 487 milesTotal Range
"2022 Volkswagen GTI 2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,28MPG2434combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,34,,combined city/hwy,city,hwy,3.6 gal/100 mi,30.5,,"$1,900","$29,880 – $39,130",10.6 barrels/yr,319 grams/mile, 370 milesTotal Range
"2022 MINI Cooper S Countryman 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,28MPG2433combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350", ,10.6 barrels/yr,321 grams/mile, 451 milesTotal Range
"2022 MINI John Cooper Works Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,28MPG2433combined city/hwycityhwy3.6 gal/100 mi,,28,MPG,24,33,,combined city/hwy,city,hwy,3.6 gal/100 mi,NA,,"$2,350","$38,900",10.6 barrels/yr,319 grams/mile, 325 milesTotal Range
"2022 Buick Encore GX AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo, Regular Gasoline",,27MPG2629combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,26,29,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$26,200 – $30,600",11.0 barrels/yr,324 grams/mile, 356 milesTotal Range
"2022 Mitsubishi Eclipse Cross ES 2WD 1.5 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,27MPG2629combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,26,29,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950", ,11.0 barrels/yr,327 grams/mile, 448 milesTotal Range
"2022 Mazda 3 5-Door 4WD 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,27MPG2531combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,25,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$27,500 – $34,750",11.0 barrels/yr,326 grams/mile, 343 milesTotal Range
"2022 Chevrolet Equinox AWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo, Regular Gasoline",,27MPG2530combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,25,30,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$27,400 – $32,600",11.0 barrels/yr,327 grams/mile, 421 milesTotal Range
"2022 GMC Terrain FWD 1.5 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",,27MPG2530combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,25,30,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$27,900 – $31,900",11.0 barrels/yr,330 grams/mile, 402 milesTotal Range
"2022 Kia Seltos AWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,27MPG2530combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,25,30,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$22,590 – $28,090",11.0 barrels/yr,331 grams/mile, 356 milesTotal Range
"2022 Alfa Romeo Giulia 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,27MPG2433combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$43,350 – $78,830",11.0 barrels/yr,330 grams/mile, 413 milesTotal Range
"2022 BMW X1 sDrive28i 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2433combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$35,400",11.0 barrels/yr,324 grams/mile, 435 milesTotal Range
"2022 Mazda 3 5-Door 2WD 2.5 L, 4 cyl, Manual 6-spd, Regular Gasoline",,27MPG2433combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$24,450 – $28,700",11.0 barrels/yr,323 grams/mile, 356 milesTotal Range
"2022 Mercedes-Benz CLA250 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",,27MPG2433combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$40,200",11.0 barrels/yr,322 grams/mile, 364 milesTotal Range
"2022 BMW X2 sDrive28i 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$36,600",11.0 barrels/yr,330 grams/mile, 435 milesTotal Range
"2022 Buick Encore FWD 1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$24,600",11.0 barrels/yr,329 grams/mile, 378 milesTotal Range
"2022 Chevrolet Trax FWD 1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$21,400 – $23,200",11.0 barrels/yr,329 grams/mile, 378 milesTotal Range
"2022 Jeep Renegade 2WD 1.3 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$24,695",11.0 barrels/yr,329 grams/mile, 343 milesTotal Range
"2022 Kia K5 2.5 L, 4 cyl, Automatic (AM-S8), Turbo, Regular Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$23,790 – $31,190",11.0 barrels/yr,332 grams/mile, 427 milesTotal Range
"2022 Mercedes-Benz GLB250 2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$38,600",11.0 barrels/yr,330 grams/mile, 429 milesTotal Range
"2022 Subaru Legacy AWD 2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,27MPG2432combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,32,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$23,495 – $36,695",11.0 barrels/yr,330 grams/mile, 500 milesTotal Range
"2022 BMW X2 xDrive28i 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2431combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$38,600",11.0 barrels/yr,331 grams/mile, 435 milesTotal Range
"2022 Mitsubishi Outlander 2WD 2.5 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,27MPG2431combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,31,,combined city/hwy,city,hwy,3.7 gal/100 mi,28.7,,"$1,950","$26,995 – $33,145",11.0 barrels/yr,328 grams/mile, 392 milesTotal Range
"2022 Mitsubishi Outlander Sport 2WD 2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",,27MPG2430combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,30,,combined city/hwy,city,hwy,3.7 gal/100 mi,27.9,,"$1,950","$21,795 – $26,045",11.0 barrels/yr,331 grams/mile, 448 milesTotal Range
"2022 Nissan Rogue Sport AWD 2.0 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,27MPG2430combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,24,30,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$26,460 – $31,090",11.0 barrels/yr,330 grams/mile, 392 milesTotal Range
"2022 Cadillac CT4 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2334combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,34,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$33,695 – $39,795",11.0 barrels/yr,331 grams/mile, 459 milesTotal Range
"2022 BMW 228i xDrive Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400", ,11.0 barrels/yr,329 grams/mile, 356 milesTotal Range
"2022 BMW 430i xDrive Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$55,300",11.0 barrels/yr,327 grams/mile, 421 milesTotal Range
"2022 BMW 430i xDrive Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$47,800",11.0 barrels/yr,327 grams/mile, 421 milesTotal Range
"2022 Cadillac CT5 2.0 L, 4 cyl, Automatic (S10), Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$37,295 – $42,995",11.0 barrels/yr,333 grams/mile, 459 milesTotal Range
"2022 Hyundai Sonata 2.5 L, 4 cyl, Automatic (AM-S8), Turbo, Regular Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$1,950","$24,150 – $34,750",11.0 barrels/yr,335 grams/mile, 429 milesTotal Range
"2022 MINI Cooper S Hardtop 2 door 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,27MPG2333combined city/hwycityhwy3.7 gal/100 mi,,27,MPG,23,33,,combined city/hwy,city,hwy,3.7 gal/100 mi,NA,,"$2,400","$26,900",11.0 barrels/yr,331 grams/mile, 313 milesTotal Range
